Q375,VARC,READING COMPREHENSION,Passage-Based MCQ,A state of decadence has come about because of,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism. Due to indiscriminate industrialization, man has created a state of decadence...",indiscriminate exploitation of resources.,due to half-hearted attempts.,natural disasters.,None of the above,,A,Moderate
Q376,VARC,READING COMPREHENSION,Passage-Based MCQ,Why would the future generations find it difficult to live on the earth?,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... But if they inherit the present state of the world, they would be unable to sustain themselves.",Due to global warming.,Because they have inherited an overexploited environment.,Because they rely only on technology.,Due to lack of sustainability.,,B,Moderate
Q377,VARC,READING COMPREHENSION,Passage-Based MCQ,Implication means,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... Man exploited nature for his benefits. without any foresight as to what the implications of his actions would be.",after effects.,consequences.,wrong doing.,causes.,,B,Moderate
Q378,VARC,READING COMPREHENSION,Passage-Based MCQ,The theme of the passage is,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism. Due to indiscriminate industrialization, man has created a state of decadence. He has continuously tampered ""with nature which has resulted in the threat to the sustenance of mankind... This has resulted in increased pressure on the available resources and further degradation of the environment.",environmental degradation,environmental pollution,crisis faced by the modern world,All of the above,,D,Moderate
Q379,VARC,READING COMPREHENSION,Passage-Based MCQ,Industrialization has resulted in,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... Indiscriminate industrialization resulted in urban migration as the rural poor settled in cities in search of opportunities. Cities, already facing a population crisis could not accommodate the migrants and this led to the development of slums.",overpopulation,crowding of cities,migration of people to the cities,Both (B) and (C),,D,Moderate
Q380,VARC,READING COMPREHENSION,Passage-Based MCQ,Which of the following is the most accurate statement of the author's position?,"When I think of my family's history on the land. I experience a pang of regret. Unlike much of the arid West, where the land has gone virtually unchanged for centuries, my place of origin, western Kansas, has been torn up by agriculture... a good 90% of the original sod prairie is gone.",The presence of the people has enriched the plain's habitat.,Farming has improved the soil of the plains.,Farming has chemically polluted the plains.,Farming has eroded the natural beauty of the plains.,,D,Difficult
Q381,VARC,READING COMPREHENSION,Passage-Based MCQ,The argument in the paragraph is based primarily on,"When I think of my family's history on the land. I experience a pang of regret... Yet from my earliest childhood... I've known that the land also had a romantic quality. I've felt moved by the expanse of it, enthralled by size. I take pride in my identity as a plains daughter.",facts of history and statistical studies.,facts derived from the author's personal observations.,feelings the author has picked up from personal experience.,feeling passed down to the authors by ancestors.,,C,Difficult
Q382,VARC,READING COMPREHENSION,Passage-Based MCQ,"From the passage, it may be determined that the word mercantile has something to do with","When I think of my family's history on the land... The consequence, in human terms, is that our relationship to our place has always felt primarily mercantile. We used the land and denied, or held at bay, its effect on us.",practicality,danger,America,spirituality,,A,Difficult
Q383,VARC,READING COMPREHENSION,Passage-Based MCQ,What does the author feel proud about?,When I think of my family's history on the land... Yet from my earliest childhood... I take pride in my identity as a plains daughter.,being an American,being a native of Kansas.,being able to see the romantic quality of the land.,the ability to unite well.,,B,Difficult
Q384,VARC,READING COMPREHENSION,Passage-Based MCQ,What factor changed the entire landscape of Kansas?,"When I think of my family's history on the land... my place of origin, western Kansas, has been torn up by agriculture. The flat plains, excellent soil, and sparse but just adequate rainfall permitted farming; therefore farming prevailed...",wind,heat,agriculture,flooding,,C,Difficult
Q385,VARC,READING COMPREHENSION,Passage-Based MCQ,What does not seem as not good or normal in the context of this essay?,"Most economists in the United States seem captivated by the spell of the free market. Consequently, nothing seems good or normal that does not accord with the requirements of the free market.",the new interest in free market,being captivated by spell of the free market,that which does not accord with the requirement of the free market,the economists who are captivated by the free market,,C,Difficult
Q386,VARC,READING COMPREHENSION,Passage-Based MCQ,"Who, according to the economists, are the right group of people to set the price of a commodity?","Most economists in the United States seem captivated by the spell of the free market... A price that is determined by the seller or, for that matter... established by anyone other than the aggregate of consumers seems pernicious.",the aggregate of consumers,the buyers,the sellers,the economists,,A,Difficult
Q387,VARC,READING COMPREHENSION,Passage-Based MCQ,Price-fixing is a phenomenon that is normal in,"Most economists in the United States seem captivated by the spell of the free market... In fact, price-fixing is normal in all industrialised societies because the industrial system itself provides... the price-fixing that it requires.",agricultural societies,industrial societies,pre-industrial societies,globalized societies,,B,Difficult
Q388,VARC,READING COMPREHENSION,Passage-Based MCQ,A major act of will bring about price-fixing that will be seen as,"Most economists in the United States seem captivated by the spell of the free market... Accordingly, it requires a major act of will to think of price-fixing (the determination of prices by the seller) as both ""normal"" and having a valuable economic function.",effective and productive,constructive and practical,normal and having valuable economic function,systematic and relevant,,C,Difficult
Q389,VARC,READING COMPREHENSION,Passage-Based MCQ,Selling a commodity at a price that is not more than that charged by competitors is,Most economists in the United States seem captivated by the spell of the free market... That each large firm will act with consideration of its own needs and thus avoid selling its products for more than its competitors charge is commonly recognised by advocates of free-market economic theories.,rejected by the free market system,opposed by the advocates of the free market theories,considered suspicious by the free market theorists,recongnised by the advocates of the free market theories,,D,Difficult
